ID,gender,DOB,ethnicity,academic_info_id,county_id,family_details_id
1242,male,7/12/2000,afam,1523,2974,4038
1243,male,9/6/1983,afam,1052,3517,3418
1244,male,11/2/1991,afam,3037,3793,66
1245,female,13/1/1997,afam,177,2982,2458
1246,female,14/1/1995,afam,4738,4102,4402
1247,male,8/4/1988,other,3087,1572,2324
1248,male,22/11/1984,other,3519,4596,1181
1249,male,8/7/1994,Asian,2072,2534,3504
1250,male,27/10/1983,Asian,816,551,2753
1251,female,17/9/1982,other,1425,2418,4262
1252,female,20/6/1989,afam,228,4343,4692
1253,female,12/11/1988,Asian,749,1485,3972
1254,female,2/8/1980,afam,783,2023,3696
1255,male,20/7/1993,afam,1014,650,1079
1256,male,12/6/1986,hispanic,1216,918,592
1257,female,19/5/2000,other,2065,1506,2452
1258,male,5/5/1990,other,3283,1613,4676
1259,male,14/6/1995,other,1612,2862,4181
1260,male,27/6/1980,other,1367,4531,2012
1261,female,9/1/1987,afam,2643,1029,2249
1262,female,7/3/1980,Asian,2918,962,2801
1263,female,26/2/1980,Asian,3912,3936,1208
1264,female,3/4/1988,afam,1421,3539,4510
1265,female,14/6/1998,afam,2958,3036,1518
1266,male,9/12/1990,afam,4080,820,1899
1267,male,22/11/2000,hispanic,2416,669,4224
1268,female,12/6/1985,other,2028,2420,860
1269,female,8/7/1991,Asian,4545,1442,1737
1270,female,4/9/1984,other,2459,2325,3977
1271,female,16/2/1994,other,3919,2865,1926
1272,male,15/2/1985,other,2889,2585,3400
1273,male,1/10/1980,afam,497,2395,905
1274,male,4/4/1991,afam,1192,920,4146
1275,female,8/7/1981,other,3867,3119,2403
1276,male,26/5/1989,Asian,2381,2362,1424
1277,male,21/9/1996,Asian,2542,2312,1868
1278,female,4/7/1991,afam,3151,4182,1028
1279,female,4/3/1985,afam,446,438,3869
1280,male,19/2/1980,afam,635,862,1282
1281,female,28/2/1980,other,2749,1604,1776
1282,male,8/9/1984,Asian,1063,1409,4643
1283,female,23/10/1992,afam,2161,3591,4425
1284,female,13/12/1990,afam,1968,4485,3625
1285,female,19/10/1990,afam,2581,3509,1256
1286,female,26/11/1981,other,2976,2306,3990
1287,male,4/2/1987,hispanic,1094,3248,1460
1288,female,8/8/2000,other,292,2713,3391
1289,male,20/11/1989,other,3466,665,1866
1290,male,24/3/1994,other,1370,211,3383
1291,male,4/3/1994,Asian,3072,3120,267
1292,male,20/11/1986,hispanic,3707,810,663
1293,female,12/9/1991,Asian,3910,2900,3667
1294,male,17/10/1990,other,3432,2227,259
1295,female,24/3/1987,Asian,1156,3117,3871
1296,male,3/7/1980,other,3907,1752,1491
1297,male,4/1/1980,other,661,4659,689
1298,male,12/9/1998,other,947,4679,1359
1299,female,28/2/1999,Asian,3647,103,415
1300,male,13/3/1997,Asian,420,706,775
1301,female,25/11/1981,hispanic,1591,2838,240
1302,female,14/3/1991,other,4462,1309,917
1303,female,23/7/1985,Asian,771,2860,1310
1304,female,24/7/1996,other,298,231,2844
1305,male,18/3/1981,other,2475,2002,1254
1306,male,27/12/1994,afam,2744,2033,3792
1307,female,4/8/1982,other,4178,3260,4077
1308,male,17/2/1980,afam,3664,516,2939
1309,male,20/2/1999,other,466,257,3120
1310,male,12/12/1993,Asian,1281,533,4730
1311,female,6/3/1984,Asian,1453,4455,3034
1312,female,26/2/1982,other,3751,3923,3110
1313,female,14/4/1995,Asian,1441,3038,1123
1314,female,13/11/1983,other,576,1656,441
1315,male,7/9/1986,other,4645,933,289
1316,female,18/8/1991,other,462,2996,388
1317,female,25/4/1991,other,992,2752,3110
1318,male,9/9/1989,Asian,508,2633,2505
1319,female,4/6/1998,afam,758,2281,4583
1320,male,12/7/1983,Asian,1202,3938,3677
1321,female,16/7/1984,other,3738,1849,10
1322,male,1/9/1981,hispanic,3222,2211,1300
1323,male,8/4/1987,Asian,2588,1077,4552
1324,female,10/4/2000,other,4357,3773,1640
1325,male,4/5/1990,other,3816,462,4691
1326,female,4/11/1995,Asian,3121,1774,3559
1327,female,4/9/1997,Asian,278,1581,3528
1328,female,24/7/1987,other,961,754,4507
1329,male,2/4/2000,Asian,2165,202,158
1330,male,17/1/1980,other,3704,3104,3360
1331,female,26/7/1998,other,1109,1551,2073
1332,female,10/4/1984,other,3462,690,3100
1333,female,9/11/1997,other,623,117,3890
1334,male,21/6/1999,Asian,2475,4329,856
1335,female,15/12/1999,Asian,707,2946,4156
1336,female,20/4/1987,other,2842,3655,4275
1337,male,3/9/1999,Asian,726,1559,641
1338,male,10/9/1981,other,1798,936,2269
1339,male,6/10/1997,afam,3675,2705,1653
1340,male,14/7/1994,other,2709,2500,106
1341,male,8/11/1990,other,507,1292,3144
1342,female,17/1/1987,hispanic,4121,3040,1081
1343,female,18/3/1991,Asian,1528,3760,65
1344,male,27/8/1987,afam,4561,1626,2873
1345,female,6/4/1993,afam,891,2694,2109
1346,female,9/12/2000,Asian,4195,2788,2785
1347,female,19/10/1983,other,2064,71,2593
1348,male,19/1/1981,Asian,3273,357,1261
1349,female,4/5/1981,other,130,4651,2064
1350,male,10/5/1980,other,4287,3341,675
1351,female,20/1/2000,other,402,2430,678
1352,female,20/8/1981,other,4072,2417,2494
1353,female,11/4/1996,afam,2937,2196,1778
1354,male,28/12/1986,Asian,3730,4098,2036
1355,female,1/12/1986,Asian,2831,422,458
1356,male,26/1/1991,other,256,4144,2616
1357,female,23/10/1983,afam,1448,950,3750
1358,male,15/12/1980,Asian,2503,2802,3303
1359,female,7/5/1983,other,2691,1847,2977
1360,male,26/11/1982,other,1331,732,18
1361,male,8/6/1989,other,1119,3666,2323
1362,female,12/2/1999,other,1908,3253,1375
1363,female,6/7/1989,other,1488,1393,2294
1364,male,12/5/1996,Asian,365,472,2633
1365,female,10/8/1986,Asian,1851,4492,1651
1366,female,9/11/1994,other,1804,1154,53
1367,female,24/11/1982,Asian,658,261,523
1368,female,22/3/1985,other,4179,3073,2453
1369,male,10/7/1993,other,46,2061,2601
1370,female,24/2/1998,other,2692,3020,4267
1371,male,20/5/1984,other,4277,3981,4187
1372,male,21/4/1998,Asian,880,3099,2663
1373,female,15/1/1988,Asian,1229,1634,3182
1374,female,15/10/1993,other,3267,1085,733
1375,male,7/1/1981,afam,1493,1577,4528
1376,female,10/8/2000,afam,1556,1006,3649
1377,female,8/8/1985,Asian,191,4470,981
1378,female,14/12/1992,afam,1484,2231,1486
1379,male,16/10/1983,afam,4352,488,3633
1380,male,25/5/1981,other,345,2833,412
1381,female,9/8/1997,afam,618,3610,597
1382,female,21/11/1981,afam,2829,3822,2012
1383,female,14/11/1993,other,4461,2422,805
1384,female,1/4/1991,hispanic,1139,3781,3800
1385,male,5/10/1995,other,1224,303,545
1386,male,21/9/1990,Asian,3905,1298,2945
1387,female,17/12/1981,afam,416,129,1975
1388,female,18/1/1997,Asian,3610,4277,4041
1389,female,18/7/1991,other,1357,822,4580
1390,female,28/12/1984,Asian,4245,4693,2114
1391,female,2/8/1986,other,3969,4606,4550
1392,female,22/3/1980,other,2224,748,2840
1393,female,26/7/1985,other,1932,889,1888
1394,male,10/12/1982,other,1160,3645,1346
1395,male,27/11/1997,Asian,163,4049,678
1396,female,28/9/1984,Asian,3991,1482,954
1397,female,10/8/1991,other,747,743,1283
1398,female,21/12/1986,Asian,1643,4549,2295
1399,female,28/7/1985,afam,1759,3208,1733
1400,female,16/1/1985,other,3289,49,4246
1401,female,23/12/1982,other,358,4257,3616
1402,female,9/2/1981,other,554,1089,423
1403,male,10/8/1993,other,4152,3822,1171
1404,female,16/3/1985,Asian,2321,1675,1300
1405,male,7/5/1998,Asian,269,1096,2777
1406,male,13/2/1992,other,14,1948,2931
1407,male,9/7/1982,Asian,3155,1266,3005
1408,male,6/10/1984,other,2747,2181,601
1409,female,23/11/1995,other,3758,2692,3357
1410,female,8/9/1998,Asian,2411,3459,55
1411,male,4/8/1999,Asian,149,2857,201
1412,female,11/10/2000,other,632,3638,2580
1413,male,24/4/2000,Asian,988,2259,1879
1414,female,18/10/1991,other,1043,3307,3163
1415,male,25/4/1982,other,1886,3691,1291
1416,female,15/4/1998,other,4658,408,3531
1417,male,11/11/1998,afam,2228,220,2807
1418,male,18/2/1994,other,650,3329,2335
1419,female,9/5/1995,Asian,3845,4453,2268
1420,male,16/2/1986,Asian,4189,4349,2506
1421,male,22/5/1993,afam,4615,2950,3695
1422,male,24/12/2000,other,1303,4086,71
1423,female,8/9/1981,afam,1863,1099,4475
1424,male,24/7/1996,afam,4477,1672,1671
1425,female,3/7/1996,afam,3279,3606,2515
1426,male,2/1/1990,afam,132,128,4307
1427,male,12/4/1980,afam,2996,1469,798
1428,male,18/7/1989,afam,415,4442,3637
1429,male,17/1/1985,afam,1926,241,4080
1430,female,1/3/1990,afam,3651,4259,3446
1431,female,22/2/1998,afam,2254,2795,3039
1432,male,26/9/2000,afam,2164,1241,1700
1433,male,17/6/1986,afam,3021,3766,1775
1434,male,27/1/1980,afam,2460,575,1182
1435,female,2/3/1993,afam,4406,3771,4134
1436,female,12/3/1995,afam,2918,3171,1883
1437,female,23/9/1996,Asian,2570,1908,4425
1438,male,8/1/1989,afam,1188,4040,2874
1439,male,18/3/1990,other,1330,4033,3807
1440,male,19/7/1994,afam,1143,1879,551
1441,female,5/4/1986,other,3071,3585,1182
1442,female,22/7/1982,afam,3124,3590,1290
1443,female,9/9/1981,other,515,3350,3499
1444,female,23/2/1991,hispanic,3587,3185,4293
1445,female,22/5/1995,Asian,296,3457,1679
1446,female,19/11/1981,afam,3333,2835,379
1447,male,6/3/1990,Asian,4667,1281,1496
1448,female,26/2/1991,other,155,3676,3548
1449,male,14/7/2000,Asian,3363,2426,1885
1450,male,12/10/1989,other,1403,2737,3116
1451,female,8/6/1999,afam,504,949,4014
1452,male,4/2/1982,afam,3896,3953,4238
1453,male,22/11/2000,other,1070,1812,2737
1454,female,13/6/1987,other,4155,1879,289
1455,female,28/2/2000,other,773,4590,2634
1456,female,13/3/1984,Asian,469,820,579
1457,male,26/12/1983,afam,1761,431,1477
1458,female,11/9/1982,Asian,1956,2507,4401
1459,male,19/2/1983,hispanic,1922,1207,4112
1460,female,20/7/1989,afam,3923,1785,4424
1461,female,2/3/1995,other,1018,373,4484
1462,male,15/11/1995,Asian,2759,2740,870
1463,female,21/3/1987,other,1080,2044,4347
1464,female,7/12/1989,afam,4685,3855,3165
1465,female,19/2/1982,other,4121,1598,1863
1466,male,2/4/1986,afam,2397,3292,759
1467,male,3/4/1984,other,2739,2996,4124
1468,female,10/11/1997,other,4125,1344,4009
1469,female,4/1/1997,hispanic,1382,3978,453
1470,male,28/4/2000,other,1959,4501,248
1471,male,17/8/1999,Asian,747,3085,2308
1472,female,23/5/1986,afam,3540,2880,78
1473,female,23/6/1994,afam,2243,553,2997
1474,male,7/7/1993,afam,298,1133,3519
1475,female,9/12/1996,afam,3258,3334,2833
1476,male,19/1/1999,afam,250,2096,4700
1477,male,8/9/1996,Asian,1918,3489,421
1478,female,9/1/1997,other,2630,3661,1901
1479,female,10/9/1985,afam,2246,4357,3793
1480,male,1/11/1984,Asian,402,1574,3072
1481,female,5/9/1989,afam,1556,726,198
1482,female,11/8/1981,afam,2060,2096,3423
1483,female,23/5/1987,afam,670,1272,3547
1484,female,11/12/1997,afam,382,145,1876
1485,female,7/11/1995,other,688,3045,3061
1486,female,7/8/1991,afam,2877,1940,1456
1487,female,15/8/1997,afam,3176,2465,4030
1488,male,14/9/1998,afam,1136,1987,67
1489,male,23/12/1984,afam,1472,3811,3939
1490,female,7/10/1995,afam,3106,224,2315
1491,female,16/1/1980,afam,3853,3541,326
1492,female,6/4/1999,afam,4207,4426,3767
1493,male,11/3/1982,afam,914,2024,366
1494,female,17/3/1995,afam,2849,4686,4048
1495,female,3/9/1984,afam,2626,3918,3682
1496,female,18/8/1994,afam,2465,1245,3991
1497,female,20/5/1988,afam,3153,1639,2687
1498,female,20/11/1992,afam,54,1847,3898
1499,male,14/8/1980,other,2500,1779,1460
1500,male,17/7/1986,other,4288,1094,4434
1501,female,26/4/1988,other,3086,1346,3735
1502,male,17/8/1996,Asian,3005,3236,4212
1503,female,19/8/1992,Asian,972,2663,4328
1504,female,13/3/1982,other,3631,953,2731
1505,male,2/5/2000,Asian,2118,2761,3794
1506,male,23/8/1993,other,1938,173,2774
1507,female,2/8/1992,other,1108,1314,1595
1508,male,22/3/1983,other,3969,136,3372
1509,female,1/6/1989,Asian,4321,659,2210
1510,male,7/9/1997,afam,3771,2119,3625
1511,female,17/1/1985,afam,2413,1041,524
1512,male,24/12/1986,Asian,1043,2804,772
1513,female,15/9/1995,other,154,4018,4287
1514,female,20/8/1986,Asian,3990,4273,2635
1515,male,17/3/1984,other,2140,2604,4615
1516,male,3/6/1999,other,296,887,4556
1517,male,19/12/1998,other,4477,1533,1494
1518,male,2/10/1984,other,1487,1521,1048
1519,female,16/8/1988,Asian,2248,4288,2484
1520,female,28/11/1988,afam,2564,2979,3027
1521,female,4/1/2000,afam,1068,3378,507
1522,female,23/1/1980,afam,2418,318,927
1523,female,6/7/1980,afam,3890,3477,1587
1524,male,25/5/1992,hispanic,39,3374,103
1525,female,1/2/1983,afam,753,4544,4486
1526,female,2/8/1988,hispanic,453,3006,3720
1527,female,9/1/1996,Asian,3725,448,1325
1528,male,10/11/1998,other,4527,3900,1070
1529,female,22/10/1982,Asian,3417,4587,4542
1530,female,26/11/1985,other,1849,3674,1674
1531,male,11/7/1990,other,3974,1443,3501
1532,female,19/1/1981,other,634,4068,1688
1533,male,8/11/1985,other,1082,3513,3770
1534,male,23/5/1980,Asian,426,3407,1656
1535,female,10/7/1980,Asian,1459,350,3310
1536,male,22/12/1996,other,3684,1413,4231
1537,male,12/8/1992,other,4520,3302,3431
1538,male,6/11/1983,other,1446,1528,882
1539,female,9/8/1980,Asian,542,259,2285
1540,female,27/2/1981,Asian,1734,1062,4028
1541,female,2/5/1997,other,2491,326,823
1542,female,8/3/1989,Asian,681,4620,3859
1543,male,15/2/1994,other,2305,249,50
1544,female,12/6/1989,other,3761,1499,2797
1545,male,12/10/1987,other,2805,2392,2067
1546,male,10/1/1987,other,3805,3880,3839
1547,female,24/12/1980,Asian,3436,2396,151
1548,male,11/4/2000,Asian,526,1762,2835
1549,female,18/3/1998,afam,287,3329,1510
1550,male,26/5/1991,afam,1343,1816,4456
1551,female,15/5/1991,other,4099,1013,3429
1552,male,1/11/1994,hispanic,1149,3280,2908
1553,female,25/8/1990,Asian,972,1053,2828
1554,female,8/2/1989,afam,1814,212,2150
1555,male,6/2/1987,other,2381,3418,2044
1556,female,18/8/1983,other,964,3614,1292
1557,female,22/1/1998,afam,315,1906,277
1558,female,7/7/1982,afam,2808,3885,3823
1559,female,22/4/1999,other,785,946,385
1560,female,18/2/1987,Asian,1820,30,3811
1561,male,17/5/1997,Asian,4119,3066,3640
1562,female,1/2/1992,other,4172,4125,625
1563,male,2/11/1985,hispanic,1593,729,4634
1564,male,7/12/1986,Asian,1915,186,1871
1565,male,12/12/1999,afam,2983,1089,4505
1566,male,13/8/1987,afam,539,3620,2464
1567,male,24/5/1983,afam,3058,3737,1343
1568,male,17/12/2000,other,4238,3680,2573
1569,male,27/8/1995,other,3460,673,2555
1570,female,2/11/1996,other,264,4568,532
1571,female,16/2/1988,afam,3894,1912,2208
1572,female,27/7/1997,afam,1483,4449,490
1573,female,4/3/1982,afam,25,2179,55
1574,female,11/7/1987,afam,2129,1181,310
1575,female,12/4/1996,hispanic,3235,3636,1859
1576,female,10/7/1987,afam,2711,4738,3538
1577,male,13/7/1995,afam,3777,746,2878
1578,male,23/10/2000,afam,3267,3606,3271
1579,female,21/9/1994,afam,3974,73,2618
1580,male,13/9/1997,other,3821,1789,1147
1581,female,7/12/1984,Asian,2450,1370,1878
1582,male,17/10/1999,afam,4686,741,2130
1583,female,2/3/1980,hispanic,3806,1190,492
1584,female,27/5/1996,Asian,476,3426,1515
1585,male,25/8/1988,other,2287,4686,4560
1586,female,7/4/1982,Asian,3475,4344,214
1587,male,17/12/1984,other,4205,3318,190
1588,male,25/3/1983,other,1737,2303,4044
1589,female,14/8/1995,afam,857,3733,3065
1590,female,26/1/1999,other,4440,918,2486
1591,female,16/9/2000,afam,2845,4538,3832
1592,male,19/11/1983,other,4012,2618,3662
1593,female,23/8/1989,Asian,3129,1626,1950
1594,male,1/4/1997,afam,1527,3389,922
1595,female,1/7/1997,Asian,1281,2840,628
1596,male,21/10/1997,other,4331,3001,1945
1597,male,20/6/1995,Asian,2134,3708,1737
1598,female,25/5/1983,other,2687,783,666
1599,female,16/12/1993,other,1226,883,2920
1600,female,10/10/1987,Asian,4457,1252,4562
1601,female,1/7/1996,Asian,1231,2486,4433
1602,male,4/3/2000,other,3272,743,1514
1603,female,17/5/1998,Asian,2116,2274,4561
1604,female,19/9/1989,other,20,3436,1735
1605,female,19/3/1991,other,3455,2903,2083
1606,male,24/6/1983,other,1797,1756,2472
1607,male,23/8/1984,other,3017,2414,1288
1608,male,12/4/1998,Asian,574,4377,759
1609,male,23/7/1998,Asian,3163,1468,2885
1610,female,11/4/1997,afam,1424,3301,4623
1611,female,28/6/1996,other,682,4665,4455
1612,male,15/5/1985,afam,2402,1468,4055
1613,male,21/10/1992,afam,2564,4513,731
1614,male,25/10/2000,Asian,407,1129,34
1615,male,3/4/1991,afam,542,2023,663
1616,male,21/11/1994,other,417,828,4289
1617,female,27/2/1990,other,2153,3915,378
1618,male,3/2/1986,other,3461,4066,4570
1619,female,23/10/1993,Asian,279,1502,3442
1620,male,18/8/1995,Asian,600,1326,2986
1621,female,27/11/1998,other,2398,658,4004
1622,female,6/4/1986,Asian,2849,2545,2637
1623,female,21/10/1984,other,3163,2317,3220
1624,female,20/8/1997,afam,1632,2894,1677
1625,male,19/8/1984,afam,936,11,3994
1626,female,18/4/1983,other,578,912,4177
1627,female,3/6/1991,afam,1081,4700,4173
1628,male,25/3/1994,other,1808,948,2637
1629,male,28/4/1997,other,2439,3305,4348
1630,female,21/8/1982,Asian,2189,3623,3116
1631,female,11/7/1990,Asian,4116,3042,415
1632,male,1/10/1985,other,3676,1814,365
1633,female,4/5/1982,afam,1989,1919,3758
1634,male,3/7/2000,afam,1147,1460,2898
1635,female,3/5/1990,Asian,1906,2496,2283
1636,female,19/9/1983,afam,4258,2611,1259
1637,female,20/12/1983,afam,3537,33,1751
1638,male,1/8/1982,afam,1667,2654,2552
1639,female,5/9/1980,afam,3689,3793,175
1640,male,10/3/1989,afam,2105,2190,2436
1641,female,13/1/1993,afam,4313,2512,3803
1642,female,19/12/1988,other,2151,4460,1373
1643,male,2/11/1983,afam,18,977,1312
1644,male,10/8/1987,afam,687,2001,3683
1645,female,11/1/1984,other,2018,1401,799
1646,female,28/2/1985,afam,3128,1138,3898
1647,female,22/8/1998,afam,4413,4255,3246
1648,female,23/1/1990,afam,1632,994,2566
1649,female,16/8/1997,hispanic,4507,4089,1448
1650,female,26/10/1993,afam,727,1385,2372
1651,female,28/2/1983,Asian,2387,1410,732
1652,female,12/7/1993,afam,4525,2081,894
1653,female,7/3/1995,afam,2190,1937,492
1654,male,16/7/1980,afam,1162,3804,111
1655,male,23/12/1982,afam,4122,4374,1781
1656,female,22/7/1988,Asian,492,803,4092
1657,male,24/9/1980,other,1035,1310,622
1658,male,6/7/1999,Asian,2222,471,3461
1659,male,7/3/1995,other,1398,1632,4724
1660,female,18/2/1984,afam,2199,4548,3582
1661,male,1/2/1994,other,1725,189,4603
1662,female,23/6/1995,afam,3944,4739,2486
1663,female,17/2/1998,afam,4462,3280,3391
1664,female,18/12/1990,afam,4122,1136,851
1665,female,4/8/1984,afam,1778,2756,336
1666,male,7/1/2000,other,1307,812,1643
1667,female,13/11/1997,afam,1886,1995,990
1668,female,24/10/1981,afam,1510,3913,4500
1669,female,12/9/1981,other,373,1737,991
1670,female,27/1/1986,Asian,3416,1544,4442
1671,female,3/10/2000,Asian,1467,1736,4475
1672,male,2/12/1994,other,4118,3025,1598
1673,male,24/10/1982,afam,2969,1403,4364
1674,female,4/9/1993,Asian,3918,1674,2948
1675,male,5/8/1997,afam,2741,2237,2256
1676,male,11/6/1980,other,1282,970,1514
1677,male,21/4/1981,afam,3059,1340,1629
1678,male,27/5/1999,hispanic,3436,74,4655
1679,male,25/1/1989,other,1822,4548,3699
1680,male,22/11/1999,other,1784,1502,4395
1681,female,18/5/1991,hispanic,3595,4501,4673
1682,male,9/9/1980,Asian,2594,704,2708
1683,male,9/12/1981,afam,3364,567,2624
1684,male,20/10/1989,afam,2469,1447,1173
1685,male,4/6/1980,hispanic,3840,3172,4084
1686,female,9/3/1985,afam,2489,1929,1367
1687,male,8/5/1989,afam,662,1669,784
1688,male,7/4/1988,Asian,418,3497,142
1689,male,19/5/1991,other,2030,2337,1352
1690,female,3/2/1987,Asian,3793,2218,2955
1691,female,9/9/1983,hispanic,2203,2685,635
1692,male,11/3/1998,other,2023,27,4375
1693,female,11/7/1991,hispanic,4720,1857,1754
1694,female,12/11/1987,other,4062,1230,3579
1695,female,20/11/1986,other,43,2615,2750
1696,female,14/11/1984,hispanic,610,817,299
1697,female,21/7/1998,other,3435,2948,4476
1698,female,21/12/1991,hispanic,3160,1087,1882
1699,female,28/2/1994,afam,3142,2237,453
1700,male,12/8/1980,hispanic,2052,3191,577
1701,female,16/8/1999,Asian,1290,4603,741
1702,female,11/1/1994,afam,998,4156,1751
1703,male,15/1/1994,Asian,1573,1027,4103
1704,male,24/8/1982,other,878,4407,4494
1705,female,14/9/2000,Asian,1287,424,2453
1706,male,4/5/1988,other,217,3702,459
1707,male,20/1/1995,other,4080,4411,3250
1708,male,27/6/1995,other,1632,3409,2927
1709,female,23/3/1998,hispanic,1039,543,2453
1710,female,21/9/1982,other,4586,649,2969
1711,female,15/8/1997,Asian,2592,3260,3391
1712,male,21/11/1997,Asian,2407,853,211
1713,female,16/10/1995,other,1839,1502,1052
1714,female,25/3/1989,other,2961,1762,1445
1715,female,3/9/1994,other,74,4435,2056
1716,female,14/1/1989,Asian,1422,3157,1503
1717,female,20/8/1990,Asian,3942,2605,2194
1718,male,9/1/1982,hispanic,732,3644,4480
1719,male,16/2/2000,other,2816,172,1297
1720,female,24/1/1994,hispanic,3609,1308,2654
1721,male,11/4/1993,hispanic,396,4145,1557
1722,female,8/5/1982,Asian,2454,648,868
1723,female,3/1/1996,hispanic,1432,4503,4021
1724,female,4/8/1998,other,296,3631,2081
1725,male,10/3/1995,other,4052,4048,3137
1726,female,24/11/1988,other,1098,2285,3430
1727,female,20/4/1996,afam,1104,4171,2405
1728,male,9/8/1989,other,4591,3510,1889
1729,female,4/2/1997,Asian,4253,3061,915
1730,male,1/6/1982,afam,2977,1557,1686
1731,female,10/6/1983,afam,1988,2222,954
1732,female,27/7/1980,Asian,2308,2166,1553
1733,male,12/2/1990,other,943,1051,3525
1734,female,6/12/1997,hispanic,2843,3740,4413
1735,female,7/8/1992,afam,1086,4620,1356
1736,male,7/3/1987,afam,158,1538,3066
1737,female,1/12/1992,Asian,4081,3514,3164
1738,male,4/2/1992,hispanic,137,3599,4713
1739,female,4/8/1989,other,4571,3321,4462
1740,female,24/9/1993,afam,1339,894,3453
1741,female,1/10/1983,other,1543,1681,1510
1742,male,1/10/1980,other,3540,2954,1788
1743,female,22/11/1999,hispanic,2960,3933,1597
1744,male,20/11/1984,hispanic,2748,3772,763
1745,male,15/6/1995,Asian,459,2280,4174
1746,male,12/3/1990,afam,4358,3226,4141
1747,male,12/11/1983,Asian,3355,3538,2609
1748,female,27/5/1981,afam,2030,1917,2903
1749,female,15/4/1990,afam,3568,4382,1546
1750,female,24/3/1980,afam,1004,472,276
1751,male,9/2/1981,hispanic,2562,4057,2400
1752,female,26/2/1996,other,473,1779,4535
1753,female,21/3/1989,afam,3906,41,2962
1754,female,28/6/1995,Asian,4518,2712,1970
1755,male,16/10/1990,other,4038,4284,4174
1756,male,14/3/1994,other,4073,3394,4143
1757,female,9/8/1983,other,332,1407,2759
1758,male,26/11/1999,other,3743,56,1034
1759,female,18/3/1992,afam,1063,3782,20
1760,female,3/10/1989,hispanic,3049,4599,1735
1761,male,26/6/1989,afam,3773,1689,3970
1762,female,8/11/1999,afam,4694,2665,4715
1763,male,1/4/1996,afam,2874,4638,1340
1764,female,6/11/1987,afam,1350,2627,2330
1765,female,21/4/1998,afam,517,2143,2993
1766,male,25/10/1988,Asian,3115,4358,129
1767,male,20/4/1989,Asian,1400,2159,2608
1768,female,17/11/1989,other,2567,2963,745
1769,male,11/4/1981,hispanic,2040,124,4346
1770,female,4/5/1983,Asian,2728,2153,105
1771,female,22/4/1988,other,3118,3453,330
1772,male,28/7/1990,other,1186,3938,4643
1773,male,24/7/1986,other,791,1444,1290
1774,male,24/6/1991,hispanic,1611,4354,64
1775,female,28/9/1982,other,1897,4486,2880
1776,male,6/2/1985,Asian,4269,3994,417
1777,female,4/2/1986,afam,748,1910,4071
1778,male,3/11/1992,Asian,3272,2735,2735
1779,female,20/9/1982,afam,1761,3898,580
1780,female,24/1/1986,afam,3839,1886,1013
1781,female,19/2/1990,other,2003,4046,1725
1782,male,20/9/2000,hispanic,3324,2100,3085
1783,female,19/3/1998,afam,3461,85,577
1784,male,28/1/1983,Asian,4052,3270,2787
1785,male,3/6/1990,other,3588,2690,2148
1786,male,3/10/1988,other,2767,4455,2885
1787,male,19/9/1991,afam,3806,4456,3233
1788,male,7/5/2000,other,1993,1609,4556
1789,male,7/10/1988,hispanic,4478,4078,3723
1790,female,7/8/1982,afam,1782,3311,3510
1791,female,8/11/1981,other,523,731,2098
1792,male,11/10/1993,other,3871,4011,2528
1793,female,9/10/1999,hispanic,3293,1531,136
1794,male,14/8/1980,other,3455,1922,4617
1795,female,10/9/1982,other,4046,4238,3014
1796,female,10/5/1993,other,4361,1805,3328
1797,male,11/8/1987,other,4417,4708,3090
1798,female,7/2/1992,other,1542,2712,2300
1799,female,7/11/1999,afam,2918,2345,1704
1800,male,12/12/1991,afam,1012,34,1510
1801,male,13/3/1991,afam,3514,2399,2295
1802,female,7/4/1994,afam,984,4078,3953
1803,female,1/9/1999,afam,716,4266,3989
1804,male,20/3/1992,afam,3347,4493,2685
1805,female,4/10/1985,other,393,2993,744
1806,male,3/7/1983,afam,2082,561,1891
1807,male,3/5/1994,Asian,4383,3809,1982
1808,female,8/3/2000,afam,2120,1413,3239
1809,male,3/2/1991,afam,1810,4238,2822
1810,female,28/8/1997,hispanic,351,2863,826
1811,female,1/1/1998,Asian,2309,1791,1402
1812,male,15/10/1995,other,2247,3168,2259
1813,female,8/6/1997,Asian,1134,3641,3089
1814,male,21/9/1987,other,1719,4583,2118
1815,female,28/7/1990,afam,4096,34,4509
1816,male,11/10/1984,other,316,2923,7
1817,female,7/10/1990,other,3740,1317,3948
1818,female,2/12/1980,other,2365,2018,2255
1819,male,28/1/1997,afam,4249,4309,921
1820,female,19/10/1995,Asian,632,1615,3893
1821,female,12/2/1994,Asian,3303,3349,3916
1822,male,2/11/1987,other,4587,1198,286
1823,female,2/3/1993,Asian,4036,200,2348
1824,female,27/11/1987,other,1848,265,4679
1825,male,18/2/1988,other,1814,2435,870
1826,female,14/3/1997,other,3520,459,3785
1827,female,18/9/1988,Asian,3341,1100,886
1828,male,12/12/1989,Asian,3594,3149,1177
1829,male,13/4/1982,other,3929,2310,490
1830,female,15/8/1999,Asian,736,4323,4364
1831,female,28/5/1993,hispanic,927,137,2462
1832,female,19/6/1991,other,313,3894,141
1833,male,18/4/1996,other,1145,2972,3358
1834,female,23/9/1999,other,1234,1176,3800
1835,female,26/5/1983,other,627,1902,1783
1836,female,16/5/1985,Asian,3296,1245,1907
1837,male,12/7/1983,Asian,4341,1148,2898
1838,male,6/2/1980,other,4267,2119,3119
