id,fcollege,mcollege,home,urban,income
4033,yes,no,no,no,low
1312,no,no,no,no,low
268,no,no,yes,no,low
716,no,no,no,no,low
4029,no,no,yes,no,low
4680,yes,yes,yes,no,high
3837,no,no,yes,no,low
3899,no,no,no,no,low
2262,no,no,no,no,low
3837,no,no,no,no,high
1642,no,no,no,no,low
2193,no,no,yes,no,low
2787,no,no,yes,no,high
930,no,yes,no,no,high
569,no,no,yes,no,high
423,yes,no,yes,no,high
3650,no,no,yes,no,low
4580,no,no,yes,no,high
1409,no,yes,yes,no,low
2847,no,no,yes,no,high
2347,yes,no,yes,no,low
3035,no,no,yes,no,low
1520,yes,no,yes,no,low
2949,no,no,yes,no,low
898,no,no,yes,no,low
2787,no,no,yes,no,high
1097,no,no,yes,no,low
3018,no,no,yes,no,high
1417,yes,no,no,no,low
2780,no,no,yes,no,low
4581,no,no,yes,no,low
2124,no,no,no,no,low
1089,no,no,yes,no,low
4202,yes,yes,yes,no,low
1651,yes,no,yes,no,low
1697,no,no,no,no,low
2431,no,yes,yes,no,high
1444,no,no,yes,no,low
746,yes,yes,yes,no,low
835,no,no,no,no,low
3153,no,no,yes,no,low
789,no,no,yes,no,low
2392,no,no,yes,no,high
1585,no,no,no,no,low
4716,no,no,no,no,low
771,no,no,no,no,high
3320,no,no,no,no,low
4353,no,no,no,no,low
171,no,no,yes,no,low
1385,no,no,yes,no,low
4516,no,no,yes,no,high
1875,no,no,yes,no,low
1826,no,no,yes,no,low
580,no,no,yes,no,low
2494,no,no,yes,no,low
851,no,yes,yes,yes,low
2199,yes,yes,no,yes,low
2466,no,no,yes,yes,low
2071,no,yes,yes,yes,low
4467,no,no,yes,yes,low
620,no,no,no,yes,low
4137,no,no,no,yes,low
1772,no,no,no,yes,low
3611,no,no,yes,yes,low
599,no,no,no,yes,high
2642,no,no,no,yes,low
1361,no,yes,yes,yes,high
3667,no,no,yes,no,low
259,yes,no,yes,no,high
432,no,no,yes,no,high
88,no,no,yes,no,high
4700,no,no,yes,no,low
4599,no,no,yes,no,low
4531,no,no,yes,no,high
1937,no,yes,yes,no,low
1650,no,no,yes,no,low
3197,no,yes,yes,no,low
2674,no,no,yes,no,low
2651,no,yes,yes,no,high
3854,no,no,yes,no,low
2382,no,no,yes,no,low
1013,no,no,yes,no,low
1472,no,no,yes,yes,low
3128,no,no,yes,yes,low
3466,no,no,yes,yes,high
799,no,no,yes,yes,high
2542,yes,yes,yes,yes,low
2618,yes,no,no,yes,high
3461,no,no,yes,yes,low
895,no,no,yes,yes,low
2687,no,no,yes,yes,low
741,no,no,yes,no,low
2982,yes,no,no,no,low
4442,no,no,yes,no,low
4252,yes,no,yes,no,low
1916,no,no,no,no,low
2809,no,no,yes,no,low
3282,no,no,no,no,low
1689,no,no,yes,no,low
1740,no,yes,yes,no,high
3559,no,yes,yes,no,low
3355,no,no,yes,yes,high
393,no,no,no,yes,low
4452,no,no,yes,yes,low
2184,no,no,no,yes,low
1788,no,no,yes,yes,low
4613,no,yes,yes,yes,low
837,no,no,yes,yes,high
4033,no,no,yes,yes,low
417,yes,yes,yes,yes,low
3567,no,no,yes,yes,low
873,no,no,yes,yes,low
2544,no,no,yes,no,low
1308,no,no,yes,no,low
2171,no,no,yes,no,high
4324,no,no,no,no,low
4659,no,no,yes,no,low
3442,no,no,yes,no,low
4337,no,no,yes,no,high
352,no,no,yes,no,low
1131,no,no,yes,no,low
2914,no,no,yes,yes,low
3492,no,no,no,yes,low
3208,no,no,yes,no,low
3188,yes,no,no,no,low
607,no,no,yes,no,low
2317,no,no,yes,no,high
1575,no,no,yes,no,low
4258,no,no,yes,no,low
3575,no,no,yes,no,low
4347,no,no,yes,no,low
2823,no,no,yes,no,low
1371,yes,no,yes,no,low
2388,no,no,no,no,low
2652,no,no,yes,no,low
333,no,yes,yes,no,high
1707,no,no,no,no,low
1794,yes,yes,yes,yes,high
3020,no,no,yes,yes,low
4319,no,no,yes,yes,low
3906,no,no,yes,yes,low
1841,yes,no,yes,yes,low
4040,no,no,yes,yes,high
3162,yes,no,no,yes,low
1439,no,yes,yes,yes,high
1380,no,no,yes,no,low
2872,no,no,yes,no,low
458,no,yes,yes,no,high
2533,no,no,yes,no,low
84,no,no,yes,no,low
915,no,no,yes,no,low
3435,no,no,yes,no,low
1812,yes,yes,yes,no,low
2061,no,no,no,yes,low
3490,yes,no,yes,yes,high
1958,no,yes,yes,yes,low
739,no,no,no,yes,low
3342,no,no,yes,yes,high
4604,no,no,no,yes,low
705,no,no,no,yes,low
2386,no,no,no,yes,low
4715,no,no,no,yes,low
2421,no,no,yes,yes,low
2804,no,no,yes,yes,low
3064,no,no,no,yes,low
3333,no,no,yes,yes,low
4190,no,no,yes,yes,low
3120,no,no,no,yes,low
3952,no,no,yes,no,low
3326,no,no,no,no,low
2259,no,no,yes,no,high
2653,no,no,yes,no,low
3141,no,no,yes,no,low
1362,yes,no,yes,no,high
2219,yes,yes,no,no,low
1308,yes,yes,yes,no,low
1724,yes,yes,yes,yes,high
3301,no,no,no,yes,low
64,no,no,no,yes,low
1855,yes,yes,yes,yes,low
1085,yes,yes,yes,yes,high
253,no,no,no,yes,low
952,no,no,yes,yes,low
2820,no,no,yes,yes,low
512,no,no,yes,no,low
2698,no,no,yes,no,low
3647,no,no,yes,no,low
4298,no,no,yes,no,low
1456,no,no,yes,no,low
3155,no,no,yes,no,high
870,no,no,yes,no,low
4165,no,no,yes,no,high
1332,no,no,no,no,low
2073,no,no,yes,no,low
1941,yes,yes,yes,no,high
2823,no,no,yes,no,low
1050,no,no,yes,no,low
2577,no,no,yes,no,high
3213,no,no,yes,no,low
1378,no,no,yes,no,low
120,no,no,yes,no,low
832,no,no,no,no,low
2703,no,no,yes,no,low
3750,no,no,yes,no,low
693,no,no,no,no,low
1067,no,no,yes,no,high
77,no,no,no,no,low
3816,no,no,yes,no,low
2477,no,no,no,no,low
758,no,no,yes,no,low
789,no,no,yes,no,low
1281,no,no,yes,no,low
543,yes,no,yes,no,low
1871,yes,no,no,no,high
3090,yes,no,yes,no,high
2860,no,no,no,no,low
2735,no,no,yes,no,low
669,no,no,yes,no,low
2100,no,yes,yes,no,low
3340,no,no,yes,no,low
1211,yes,no,yes,no,high
3876,no,no,yes,no,low
1776,no,no,yes,no,low
3,no,no,no,no,low
4709,no,no,yes,no,low
514,yes,yes,yes,no,high
1985,no,no,yes,no,low
3040,yes,no,yes,no,high
1008,no,no,yes,no,low
3144,no,no,no,no,low
4527,no,no,yes,no,low
991,no,no,yes,no,low
1618,no,no,yes,no,low
1230,no,no,no,no,low
2905,no,yes,yes,no,low
4432,no,no,yes,no,low
4537,yes,no,yes,no,high
4548,no,no,yes,no,high
3514,yes,no,no,no,low
2298,yes,no,yes,no,high
4404,no,no,no,no,low
2068,yes,no,yes,no,low
962,no,no,yes,no,low
3843,no,no,yes,no,low
2125,yes,no,yes,no,high
790,no,no,no,no,low
4625,no,no,yes,no,high
2189,no,no,yes,no,high
364,yes,no,no,no,low
3057,no,no,yes,no,low
29,yes,no,yes,no,low
4646,no,no,yes,no,low
4018,no,no,no,no,low
507,no,no,yes,no,low
4038,no,no,yes,no,low
3418,no,no,yes,no,low
66,no,no,yes,yes,low
2458,no,no,no,yes,low
4402,no,no,yes,yes,low
2324,yes,no,yes,yes,low
1181,no,no,yes,yes,low
3504,no,no,no,yes,low
2753,no,no,no,yes,low
4262,yes,yes,yes,yes,high
4692,no,no,no,yes,low
3972,no,no,yes,yes,low
3696,no,no,yes,yes,low
1079,no,no,yes,yes,low
592,no,no,yes,yes,low
2452,yes,no,yes,yes,high
4676,no,no,yes,yes,low
4181,no,no,yes,yes,high
2012,yes,yes,yes,yes,low
2249,no,no,no,yes,low
2801,no,no,no,yes,high
1208,yes,no,yes,yes,low
4510,no,no,yes,yes,low
1518,no,no,yes,yes,low
1899,no,no,no,yes,low
4224,no,no,yes,yes,low
860,no,yes,yes,yes,low
1737,no,no,yes,yes,high
3977,no,no,no,yes,low
1926,no,no,yes,yes,low
3400,no,no,no,yes,low
905,no,no,yes,yes,high
4146,no,no,yes,yes,low
2403,no,no,yes,yes,low
1424,yes,yes,yes,yes,high
1868,no,no,no,yes,low
1028,yes,no,yes,yes,high
3869,no,no,no,no,low
1282,no,no,yes,no,low
1776,no,no,yes,no,low
4643,no,no,yes,no,high
4425,no,no,yes,no,low
3625,no,no,yes,no,low
1256,no,no,yes,no,low
3990,yes,yes,yes,no,low
1460,no,no,yes,no,low
3391,no,no,yes,no,low
1866,yes,yes,yes,no,high
3383,yes,yes,yes,no,high
267,no,yes,yes,no,low
663,no,no,no,no,low
3667,no,no,no,no,low
259,no,no,yes,no,low
3871,yes,no,yes,no,high
1491,no,no,no,no,low
689,no,no,yes,no,low
1359,yes,yes,yes,no,low
415,no,no,yes,yes,high
775,no,no,yes,yes,low
240,yes,no,yes,yes,high
917,yes,no,yes,yes,low
1310,no,no,no,yes,low
2844,no,no,no,yes,low
1254,no,no,yes,yes,low
3792,no,no,no,yes,low
4077,no,no,no,no,low
2939,no,no,no,no,low
3120,no,no,yes,no,low
4730,yes,yes,no,no,high
3034,no,no,yes,no,high
3110,yes,yes,no,no,high
1123,no,no,yes,no,high
441,yes,no,yes,no,high
289,no,no,yes,no,low
388,no,no,yes,no,low
3110,no,no,no,no,low
2505,no,no,yes,no,low
4583,no,no,yes,no,low
3677,no,no,yes,no,low
10,yes,yes,yes,no,low
1300,no,no,yes,no,low
4552,no,no,yes,no,low
1640,no,no,yes,no,low
4691,no,no,yes,no,low
3559,no,no,yes,no,low
3528,yes,no,yes,yes,low
4507,no,no,yes,yes,high
158,no,no,yes,yes,low
3360,no,no,yes,yes,high
2073,no,no,yes,yes,low
3100,no,no,yes,no,low
3890,no,no,yes,no,low
856,no,no,yes,no,high
4156,no,no,yes,no,low
4275,no,no,yes,no,high
641,no,no,yes,no,low
2269,no,no,yes,no,low
1653,no,yes,yes,no,low
106,yes,yes,yes,no,high
3144,no,no,yes,no,high
1081,no,no,no,no,low
65,no,no,yes,no,low
2873,no,no,no,no,low
2109,no,no,yes,no,low
2785,no,no,yes,no,low
2593,no,no,no,no,low
1261,no,no,yes,no,low
2064,no,no,yes,no,high
675,yes,no,yes,no,low
678,no,no,yes,no,low
2494,no,no,yes,no,low
1778,no,no,yes,no,low
2036,no,no,yes,no,high
458,no,no,yes,no,high
2616,no,no,yes,no,low
3750,no,no,yes,no,low
3303,yes,yes,yes,no,low
2977,no,no,yes,no,low
18,yes,no,yes,no,low
2323,no,no,yes,no,low
1375,no,no,yes,no,low
2294,no,yes,yes,no,high
2633,no,yes,yes,no,high
1651,no,no,yes,no,low
53,yes,yes,no,no,low
523,no,no,yes,no,low
2453,no,no,yes,no,low
2601,no,no,yes,no,low
4267,no,no,yes,no,low
4187,no,no,yes,no,low
2663,no,no,no,no,low
3182,no,yes,yes,no,low
733,no,no,yes,no,low
4528,no,no,yes,no,low
3649,no,no,no,no,low
981,no,no,yes,no,high
1486,no,no,yes,no,low
3633,yes,no,no,no,low
412,no,no,yes,no,low
597,no,no,yes,no,low
2012,no,no,yes,no,low
805,no,no,yes,no,low
3800,yes,no,no,no,low
545,no,no,yes,no,low
2945,no,no,yes,no,low
1975,no,no,yes,no,low
4041,no,no,yes,no,low
4580,no,no,no,no,low
2114,no,no,yes,no,high
4550,yes,no,yes,no,high
2840,no,no,yes,no,low
1888,no,yes,yes,no,high
1346,yes,no,yes,no,low
678,no,no,yes,no,low
954,no,no,yes,no,low
1283,no,no,yes,no,low
2295,no,no,yes,no,low
1733,no,no,yes,no,low
4246,no,no,yes,no,low
3616,no,no,yes,no,low
423,no,yes,yes,no,low
1171,no,no,yes,no,low
1300,no,no,yes,no,low
2777,no,no,yes,no,high
2931,no,no,yes,no,low
3005,yes,yes,no,no,low
601,no,no,yes,no,low
3357,no,no,yes,no,low
55,no,no,no,no,low
201,no,no,no,no,low
2580,no,no,yes,no,low
1879,no,no,yes,no,low
3163,no,no,yes,no,low
1291,no,no,yes,no,low
3531,no,no,no,no,low
2807,no,no,no,no,low
2335,no,no,yes,no,low
2268,yes,yes,yes,no,low
2506,yes,no,yes,no,high
3695,no,no,yes,no,low
71,no,no,no,no,low
4475,no,no,yes,yes,low
1671,no,no,yes,yes,low
2515,no,no,yes,yes,low
4307,no,no,yes,yes,low
798,no,no,yes,yes,low
3637,no,no,no,yes,high
4080,no,no,yes,yes,low
3446,yes,no,no,yes,low
3039,no,no,yes,yes,low
1700,no,yes,yes,yes,low
1775,no,no,no,yes,low
1182,no,no,no,yes,high
4134,no,yes,yes,yes,low
1883,no,no,yes,yes,high
4425,yes,yes,yes,yes,low
2874,no,no,yes,yes,low
3807,yes,no,yes,yes,low
551,no,no,no,no,low
1182,no,no,yes,yes,high
1290,no,no,no,yes,low
3499,no,no,yes,yes,low
4293,no,no,yes,yes,low
1679,no,no,yes,yes,low
379,no,no,no,yes,low
1496,yes,no,yes,yes,high
3548,yes,no,yes,yes,high
1885,yes,no,no,yes,high
3116,no,no,no,yes,high
4014,no,no,yes,yes,low
4238,no,no,yes,yes,low
2737,yes,no,yes,yes,low
289,no,no,yes,yes,low
2634,no,no,yes,no,high
579,no,no,yes,no,high
1477,no,no,yes,no,high
4401,no,no,yes,no,low
4112,no,no,yes,no,low
4424,no,no,yes,no,low
4484,yes,yes,yes,no,high
870,no,no,yes,no,high
4347,no,no,yes,no,low
3165,no,no,yes,no,low
1863,no,no,no,no,low
759,no,no,yes,no,low
4124,no,no,no,no,low
4009,no,no,yes,no,low
453,no,no,yes,no,low
248,no,no,no,no,low
2308,no,no,yes,no,high
78,no,no,yes,no,low
2997,no,no,yes,no,low
3519,no,no,no,no,low
2833,no,no,no,no,low
4700,no,no,no,no,low
421,no,no,yes,no,low
1901,yes,no,yes,no,low
3793,no,no,yes,no,low
3072,no,no,yes,no,low
198,no,no,no,no,low
3423,no,no,yes,no,low
3547,no,no,yes,no,low
1876,no,no,no,no,low
3061,no,no,yes,no,low
1456,no,no,no,no,low
4030,no,yes,yes,no,low
67,no,no,yes,yes,low
3939,no,no,no,yes,low
2315,no,no,yes,yes,high
326,no,no,yes,no,low
3767,no,no,yes,no,low
366,no,no,yes,no,low
4048,no,no,yes,no,low
3682,no,no,yes,no,low
3991,no,no,yes,no,low
2687,no,no,yes,no,low
3898,no,no,yes,no,low
1460,no,no,yes,no,low
4434,no,no,no,no,low
3735,no,no,no,no,low
4212,yes,yes,yes,no,high
4328,no,no,yes,no,high
2731,no,no,yes,no,low
3794,no,no,yes,no,low
2774,no,no,yes,no,low
1595,no,no,no,no,low
3372,yes,no,no,no,low
2210,no,no,no,no,low
3625,no,no,yes,no,low
524,no,no,no,no,low
772,no,no,yes,no,low
4287,yes,yes,yes,no,low
2635,no,no,no,no,low
4615,no,no,yes,no,low
4556,no,no,yes,no,low
1494,no,no,yes,no,low
1048,no,no,yes,no,low
2484,no,no,yes,no,low
3027,no,no,yes,yes,low
507,no,no,no,yes,low
927,no,no,no,yes,low
1587,no,no,no,yes,low
103,no,no,yes,yes,low
4486,no,no,yes,yes,low
3720,no,no,yes,no,low
1325,no,no,yes,no,low
1070,no,no,yes,no,low
4542,no,no,yes,no,low
1674,yes,yes,yes,no,high
3501,yes,no,yes,no,low
1688,no,no,yes,no,high
3770,no,no,yes,no,low
1656,no,no,yes,no,high
3310,yes,no,no,no,high
4231,no,no,yes,no,high
3431,no,no,yes,no,low
882,no,yes,no,no,high
2285,no,yes,yes,no,low
4028,no,no,yes,no,low
823,no,no,yes,no,low
3859,no,no,yes,no,low
50,no,no,yes,no,high
2797,no,no,yes,no,low
2067,no,no,yes,no,low
3839,no,no,yes,no,low
151,no,no,yes,no,low
2835,no,no,yes,no,high
1510,no,no,no,no,low
4456,no,no,no,no,low
3429,no,no,yes,no,low
2908,no,no,no,no,low
2828,no,no,yes,no,high
2150,no,no,no,no,low
2044,no,no,yes,yes,high
1292,yes,no,yes,yes,low
277,no,yes,no,yes,low
3823,no,no,yes,yes,low
385,no,no,yes,yes,low
3811,no,no,yes,yes,low
3640,no,no,yes,yes,low
625,no,no,yes,no,low
4634,no,no,yes,no,low
1871,no,no,no,no,low
4505,no,no,yes,no,low
2464,no,no,yes,no,low
1343,no,no,yes,no,low
2573,no,no,yes,no,low
2555,no,no,yes,no,low
532,no,no,yes,no,low
2208,yes,yes,yes,no,high
490,no,no,yes,no,low
55,no,no,yes,no,low
310,no,no,yes,no,low
1859,no,no,yes,no,low
3538,no,no,no,no,low
2878,no,no,yes,no,low
3271,no,no,yes,no,low
2618,no,no,yes,no,low
1147,no,no,yes,no,low
1878,no,no,yes,no,high
2130,no,no,yes,no,low
492,no,no,yes,no,low
1515,no,no,yes,no,low
4560,no,no,yes,no,low
214,no,no,yes,no,low
190,no,no,yes,no,low
4044,no,no,yes,no,low
3065,no,no,yes,no,low
2486,yes,yes,yes,no,low
3832,no,no,yes,no,low
3662,no,no,yes,no,low
1950,yes,no,yes,no,low
922,no,yes,yes,no,low
628,no,no,yes,no,low
1945,no,no,no,no,low
1737,yes,no,yes,no,high
666,no,no,no,no,low
2920,no,no,yes,no,low
4562,no,no,yes,no,low
4433,no,no,yes,no,low
1514,no,no,yes,no,low
4561,no,no,yes,no,low
1735,no,no,no,no,low
2083,yes,yes,no,no,low
2472,no,no,yes,no,low
1288,no,no,no,no,low
759,no,no,yes,no,low
2885,no,no,no,no,low
4623,no,no,no,no,low
4455,no,no,yes,no,low
4055,no,no,no,no,low
731,no,no,yes,no,low
34,no,no,yes,no,low
663,no,no,yes,no,low
4289,no,no,yes,no,low
378,yes,no,yes,no,low
4570,no,no,yes,no,high
3442,no,no,no,no,low
2986,yes,yes,yes,no,high
4004,no,no,yes,no,high
2637,no,no,no,no,low
3220,no,no,yes,no,low
1677,no,no,yes,no,low
3994,no,no,yes,no,low
4177,no,no,yes,no,low
4173,no,no,yes,no,low
2637,no,no,yes,no,high
4348,no,no,yes,no,low
3116,no,no,yes,no,low
415,no,no,yes,no,high
365,no,no,yes,yes,low
3758,no,no,yes,yes,low
2898,no,no,no,yes,low
2283,yes,yes,yes,yes,high
1259,no,no,yes,yes,high
1751,yes,yes,yes,no,low
2552,no,no,yes,no,low
175,no,no,yes,no,low
2436,no,no,no,no,low
3803,no,no,yes,no,low
1373,no,no,yes,no,low
1312,no,no,yes,no,low
3683,no,no,yes,no,low
799,no,no,yes,no,low
3898,no,no,yes,no,low
3246,no,no,no,no,low
2566,no,no,yes,no,low
1448,no,yes,yes,no,low
2372,no,no,yes,no,high
732,no,no,yes,no,low
894,yes,yes,no,no,low
492,no,no,no,no,low
111,no,no,yes,no,low
1781,no,no,yes,yes,high
4092,no,no,yes,yes,low
622,no,no,yes,yes,low
3461,yes,no,yes,yes,low
4724,no,no,yes,yes,low
3582,no,no,no,no,low
4603,no,no,no,no,low
2486,no,no,yes,no,low
3391,no,no,yes,no,low
851,no,no,yes,no,low
336,no,no,no,no,low
1643,no,no,yes,no,high
990,no,no,no,no,high
4500,no,no,no,no,low
991,yes,no,yes,yes,low
4442,no,no,yes,yes,low
4475,no,no,no,yes,high
1598,no,no,yes,yes,low
4364,no,no,yes,yes,low
2948,no,no,yes,yes,high
2256,no,no,yes,yes,high
1514,no,no,yes,yes,high
1629,no,no,yes,yes,low
4655,no,no,yes,yes,low
3699,no,no,yes,yes,low
4395,yes,yes,yes,yes,high
4673,no,yes,no,yes,low
2708,yes,yes,yes,yes,high
2624,no,no,yes,yes,low
1173,no,no,yes,yes,low
4084,no,no,yes,yes,low
1367,no,no,yes,yes,low
784,no,no,yes,yes,low
142,no,no,yes,no,high
1352,yes,no,yes,no,high
2955,no,no,no,no,low
635,no,no,yes,no,low
4375,no,no,yes,no,high
1754,no,no,yes,no,low
3579,no,no,yes,no,low
2750,no,no,yes,no,high
299,no,no,yes,no,low
4476,no,no,yes,no,low
1882,no,no,yes,no,low
453,no,no,yes,no,low
577,yes,no,yes,no,low
741,no,no,yes,no,low
1751,no,no,yes,no,low
4103,no,no,yes,no,low
4494,no,no,yes,no,low
2453,no,no,yes,no,high
459,no,no,yes,no,low
3250,no,no,yes,no,low
2927,no,no,yes,no,high
2453,no,no,yes,no,high
2969,no,no,yes,no,low
3391,yes,no,yes,no,high
211,no,no,yes,no,low
1052,yes,no,yes,no,high
1445,no,no,yes,no,low
2056,no,no,yes,no,high
1503,no,no,yes,no,low
2194,no,no,yes,no,low
4480,no,no,no,no,low
1297,no,no,yes,no,low
2654,no,no,no,no,low
1557,yes,yes,yes,no,low
868,no,no,yes,no,high
4021,yes,no,yes,no,low
2081,yes,yes,yes,no,high
3137,no,yes,no,no,low
3430,no,no,yes,no,low
2405,no,no,yes,no,low
1889,yes,no,no,no,low
915,no,no,yes,no,low
1686,no,yes,yes,no,low
954,no,no,yes,no,low
1553,no,no,yes,yes,low
3525,no,no,yes,yes,low
4413,no,no,yes,yes,low
1356,yes,no,yes,yes,low
3066,no,no,yes,yes,low
3164,yes,no,yes,no,high
4713,yes,no,yes,no,high
4462,no,no,yes,no,low
3453,yes,no,yes,no,high
1510,yes,no,yes,no,high
1788,no,no,no,no,low
1597,no,no,yes,no,low
763,no,no,yes,yes,high
4174,no,no,yes,yes,low
4141,no,yes,no,yes,low
2609,yes,no,yes,yes,low
2903,no,yes,yes,yes,low
1546,yes,no,yes,yes,high
276,no,no,yes,yes,low
2400,no,no,yes,yes,low
4535,no,no,yes,no,low
2962,no,no,yes,no,low
1970,no,no,yes,no,low
4174,yes,no,yes,no,high
4143,yes,no,yes,no,low
2759,no,no,yes,no,low
1034,no,no,yes,no,low
20,no,no,yes,no,low
1735,no,no,yes,no,low
3970,no,no,yes,no,low
4715,no,no,yes,no,low
1340,no,no,yes,no,high
2330,no,yes,yes,no,low
2993,no,no,yes,no,low
129,no,no,yes,no,low
2608,no,no,yes,no,high
745,no,no,yes,no,high
4346,no,no,yes,no,low
105,no,no,no,no,low
330,yes,no,no,no,low
4643,no,no,yes,no,low
1290,no,no,yes,no,low
64,no,no,yes,no,low
2880,no,no,no,no,high
417,no,no,yes,no,high
4071,no,no,yes,no,low
2735,no,no,no,no,low
580,no,no,yes,no,low
1013,no,no,yes,no,low
1725,yes,yes,yes,no,high
3085,no,no,yes,no,high
577,no,no,yes,no,low
2787,no,no,no,no,low
2148,no,no,yes,yes,low
2885,yes,yes,yes,yes,high
3233,no,no,no,yes,low
4556,no,yes,yes,yes,high
3723,no,no,yes,yes,low
3510,no,no,yes,yes,low
2098,no,no,no,yes,high
2528,no,no,yes,yes,high
136,no,no,yes,yes,low
4617,no,no,yes,no,low
3014,no,no,yes,no,low
3328,no,no,yes,no,low
3090,no,no,yes,no,low
2300,no,no,yes,no,low
1704,no,no,yes,no,low
1510,no,no,yes,no,low
2295,no,no,yes,no,low
3953,no,no,yes,no,low
3989,no,no,yes,no,low
2685,no,no,yes,no,low
744,no,no,no,no,low
1891,no,no,yes,no,low
1982,no,no,yes,no,low
3239,no,no,yes,no,low
2822,no,no,yes,no,low
826,no,no,yes,no,low
1402,no,no,yes,yes,low
2259,no,no,yes,yes,low
3089,yes,yes,no,yes,low
2118,no,no,yes,yes,high
4509,no,no,yes,yes,low
7,no,no,yes,yes,low
3948,no,no,no,yes,low
2255,no,no,yes,yes,high
921,no,no,yes,yes,low
3893,no,no,yes,yes,low
3916,no,no,yes,no,high
286,yes,no,yes,no,high
2348,no,no,no,no,high
4679,yes,no,yes,no,high
870,yes,no,yes,no,high
3785,no,no,no,no,low
886,no,no,yes,no,low
1177,no,no,yes,no,high
490,no,yes,yes,no,high
4364,yes,yes,yes,no,high
2462,no,no,yes,no,low
141,no,no,yes,no,low
3358,yes,yes,yes,no,low
3800,no,no,yes,no,high
1783,yes,no,yes,no,low
1907,yes,no,yes,no,low
2898,no,no,yes,no,high
3119,no,no,yes,no,high
3053,no,no,yes,no,low
2878,no,no,no,no,low
3949,no,no,yes,no,low
2216,no,no,yes,no,low
4080,no,no,yes,no,low
3292,no,no,yes,no,low
1644,yes,yes,yes,no,low
4059,no,no,no,no,low
3668,no,no,no,no,low
2341,no,no,yes,no,high
2842,no,no,yes,no,low
2616,no,no,yes,no,low
4154,no,no,yes,no,low
2061,yes,no,no,no,low
1852,no,no,yes,no,high
67,no,no,yes,no,low
3884,no,no,yes,no,high
3377,yes,yes,yes,no,high
1777,no,no,yes,no,high
125,no,no,yes,no,low
3942,no,no,no,yes,low
4293,yes,no,yes,yes,high
1392,no,no,no,yes,low
1660,yes,no,yes,yes,low
4440,no,no,no,yes,low
2086,no,no,yes,yes,low
3566,no,no,no,yes,low
167,no,no,yes,yes,high
3760,yes,no,yes,yes,high
1025,no,no,yes,yes,low
4693,no,no,yes,yes,low
2862,no,no,yes,no,low
2167,no,no,yes,no,high
1546,no,no,yes,no,high
3003,yes,no,yes,no,low
644,no,no,no,no,low
1033,no,no,yes,no,high
48,yes,no,yes,no,high
4060,no,no,yes,no,low
1035,yes,no,yes,no,high
4434,yes,no,yes,no,low
4399,yes,yes,yes,no,high
3455,no,no,no,no,low
3978,no,no,no,no,low
4669,no,no,yes,no,high
1737,no,no,yes,no,low
3690,no,no,yes,no,low
2652,no,no,yes,no,low
4695,no,no,yes,no,low
1050,yes,yes,yes,no,low
4585,no,no,yes,no,low
3443,no,no,yes,no,low
134,no,no,yes,no,high
2243,no,no,yes,no,high
1589,no,no,no,no,low
267,yes,yes,yes,no,low
4104,no,no,yes,no,low
1859,no,no,yes,no,low
2604,yes,no,yes,no,high
3094,no,no,yes,no,high
555,no,no,yes,no,high
4277,no,no,yes,no,low
2230,no,no,yes,no,low
1959,no,no,yes,no,low
4191,no,no,yes,no,low
1749,no,no,yes,no,low
3018,no,no,yes,no,low
3867,no,no,yes,no,low
2807,no,no,yes,no,low
2722,no,no,yes,no,low
1228,no,no,yes,no,low
1364,no,no,yes,no,low
1060,no,no,yes,no,high
3792,yes,no,yes,no,low
4329,no,no,yes,no,low
3330,no,no,no,no,low
478,no,no,yes,no,low
3503,no,no,yes,no,low
3005,no,no,yes,no,low
359,no,no,yes,no,low
3265,yes,yes,yes,no,low
2062,no,no,yes,no,low
2399,no,no,yes,no,low
891,no,no,yes,no,high
3013,no,no,yes,no,low
2644,no,yes,yes,no,low
890,no,no,yes,no,high
3324,no,no,yes,no,low
1928,no,no,yes,no,high
544,no,no,yes,no,high
31,no,no,yes,no,high
1432,no,no,yes,no,high
2035,yes,yes,yes,no,high
558,no,no,yes,no,high
1937,yes,no,yes,no,high
2632,no,no,yes,no,low
2922,no,no,yes,no,high
3937,no,no,yes,no,low
2735,no,yes,yes,no,high
2074,no,no,no,no,low
2372,no,no,yes,no,high
4550,no,no,yes,no,low
4594,no,no,yes,no,low
4623,no,no,yes,no,low
4679,yes,no,yes,no,low
2637,yes,yes,yes,no,low
1831,no,no,yes,no,high
71,no,no,yes,no,low
4300,no,no,no,no,low
2164,no,no,yes,no,low
4394,no,no,yes,no,high
4336,no,no,no,no,low
628,no,no,no,no,low
3846,no,no,yes,no,low
4048,no,no,yes,no,high
4155,no,yes,yes,no,high
36,no,no,yes,no,low
2903,yes,no,yes,no,low
4516,no,no,no,no,low
3280,no,no,yes,no,low
1191,no,no,yes,no,high
779,no,no,no,no,low
2144,yes,no,yes,no,high
4408,no,no,yes,yes,low
1297,no,no,no,yes,high
622,no,no,yes,yes,low
4487,no,no,yes,yes,low
4582,no,no,yes,yes,low
332,no,no,yes,yes,high
607,no,no,yes,yes,low
205,no,no,yes,yes,high
3817,no,no,yes,yes,low
2213,no,no,yes,yes,low
3892,yes,no,no,yes,low
3133,no,no,no,yes,low
1601,yes,yes,yes,no,high
2419,no,no,yes,no,low
766,no,no,yes,no,low
4727,yes,no,yes,no,low
2619,no,no,yes,no,low
