id,academic_score,student_tuition,education
2784,65.48999786,63356,12
83,56.95000076,56413,16
1778,51.63999939,119306,12
3640,64.95999908,118961,16
2117,53.47999954,79311,16
1512,51.33000183,83516,12
1193,41.09000015,56510,12
1946,36.79000092,98303,12
372,36.24000168,100274,12
2544,37.68999863,85283,12
2228,56.79999924,98337,16
814,39.52000046,85960,15
3657,37.70000076,53839,12
1921,39.50999832,62584,17
334,49.36000061,111285,12
1965,46.15999985,83027,14
1166,38.24000168,92214,12
3291,38.43000031,110747,14
1651,36.61999893,107844,12
1652,41.29000092,98586,12
1260,41.20999908,73625,14
4002,38.52999878,89366,12
2445,45.66999817,62644,15
840,56.97999954,114793,14
3970,50.52999878,52450,12
851,40.27000046,66944,12
517,48.04999924,60832,12
3936,53.41999817,103234,16
2278,55.34999847,61390,15
2736,46.38999939,103233,12
3277,42.74000168,71825,12
1965,55.79999924,56014,13
2178,47.41999817,97397,16
1554,57.95999908,103881,17
27,59.41999817,116094,14
3227,53.54000092,76595,12
4463,52.63999939,91081,15
3154,42.72999954,100868,12
2329,56.20000076,111724,18
1932,49.97000122,99146,16
3495,49.06000137,67058,12
569,59.25999832,58311,12
10,41.47000122,61328,16
2709,58.02999878,81073,13
3196,52.54000092,100098,14
1889,66.34999847,96463,15
3017,48.56999969,78397,13
2767,51.68000031,61558,15
3160,52.95999908,69041,15
4678,40.06000137,77225,15
3899,42.75,115355,12
3154,58.5,59176,14
1143,46.31000137,117249,12
187,44.02000046,62126,13
878,46.84999847,93490,14
3081,45.06999969,84208,14
2878,58.70999908,84802,14
1905,66.44999695,88532,13
1295,47.15000153,67471,12
502,52.79000092,75910,14
1758,31.60000038,63851,12
3911,41.99000168,71909,12
4343,39.97000122,94438,15
3332,39.97999954,91878,13
2988,46.09999847,84356,12
2381,66.58999634,101143,15
4014,38.34999847,59577,16
787,32.34000015,55689,12
2436,38.65000153,92982,12
396,50.34999847,50334,12
1071,37.34999847,66765,12
4703,36.16999817,80265,15
837,43.74000168,83171,12
1088,44.58000183,114058,12
4205,37.99000168,104117,13
1691,51.79000092,107791,14
4276,46.34999847,69301,14
2737,40.77000046,83846,12
2070,38.97000122,50335,12
1235,50.83000183,92686,12
1079,39.63000107,82429,12
3425,48.25999832,111639,12
3917,34.68000031,68450,12
214,40.77000046,101881,17
4498,50.45000076,99443,15
2115,38.75,101053,12
3123,31.68000031,118861,12
3980,39.04000092,96676,13
2149,46.06999969,61388,12
4529,40.88999939,79689,12
1286,59.59999847,53734,14
1817,43.47000122,112626,15
332,55.5,50404,14
1654,37.09000015,55192,12
2857,59.47999954,59535,13
4391,35.40000153,58248,12
186,39.54999924,68059,16
4062,66.18000031,64513,17
4504,39.61999893,63884,12
2840,37.24000168,79926,12
1208,51.25,70916,18
3231,35.77000046,79691,16
4656,46.77000046,107120,13
3376,54.86000061,109100,16
712,52.34000015,51875,12
1893,40.40000153,104585,12
3793,56.5,117725,17
4496,45.22999954,58780,14
4628,53.02000046,88245,13
4617,60.75999832,105230,16
1943,39.02999878,114291,12
1408,62.20000076,89524,14
1141,39.83000183,79616,12
1877,46,91980,12
3328,37.68000031,84895,12
4186,42.11000061,70316,12
1257,56.77000046,50387,15
3956,36.93999863,54211,14
4361,55.08000183,87630,14
2651,52.49000168,77307,17
3148,42.88999939,53247,16
4724,39.56000137,58231,12
3056,52.83000183,83616,14
1089,41.31000137,53001,13
152,43.59999847,111125,14
254,39.38999939,66029,12
2482,36.22999954,66058,12
1936,34.02000046,100393,12
1392,39.90000153,95920,16
549,58.88000107,66734,16
1556,38.27000046,55881,12
2060,37.22000122,80571,14
4613,42.43999863,112895,13
3459,59.86000061,84031,12
2049,37.90999985,66064,12
463,48.65000153,118571,13
502,54.29000092,59828,16
1350,48.18999863,101371,14
2288,59.52999878,93177,16
831,52.50999832,50675,14
3022,51.29000092,119933,16
2532,62.04000092,112588,16
4019,41.06000137,65556,12
2463,45.25999832,116973,12
4449,68.80999756,57138,16
3154,60.13999939,78490,16
1981,41.22000122,93309,12
4205,51.02000046,95795,12
2314,45.38000107,61661,16
2228,33.06999969,90145,12
2209,47.97000122,85683,13
3152,44.56000137,101651,12
4168,33.84000015,82694,12
1018,47.95000076,56894,12
2724,41.13000107,76418,12
31,53.49000168,115426,12
203,58.97000122,63776,15
3550,41.84999847,91683,12
383,38.15999985,97452,12
3150,54.77000046,85011,18
4681,65.86000061,104720,15
1113,49.99000168,107981,12
465,62.68000031,55785,16
4661,50.77999878,66068,16
1991,36.29000092,51992,14
3035,52.75,51456,16
4468,47.75,57477,16
455,49.18999863,96363,12
1488,35.15000153,57229,15
3795,41.22000122,95690,12
3324,44.99000168,56492,12
1715,36.91999817,73047,12
4175,40.52999878,100907,12
1951,35.97999954,104432,12
3599,59.11999893,114712,12
2254,37.06999969,60380,12
1981,49.47999954,95341,15
3811,52.00999832,53407,16
1610,43.95000076,52538,13
2271,49.83000183,75671,16
896,55.27999878,77953,14
3411,48.99000168,72314,12
2298,47.97999954,67466,12
552,44.65999985,103729,12
4006,46.27999878,92222,13
2828,45.79999924,112461,13
2205,43.41999817,100496,16
2783,56.09999847,64774,14
4167,46.18000031,89893,12
328,48.59000015,67559,12
1390,69.37999725,107595,17
3667,37.61000061,117642,13
1269,64.54000092,103877,16
2265,43.93999863,74368,14
4166,62.50999832,55287,13
2098,49.84000015,99145,12
3607,49.74000168,106813,16
945,40.41999817,76271,13
1799,57.90999985,76138,13
3586,44.02999878,81717,13
1175,47.79999924,115468,12
2413,61.61000061,66492,18
2159,44.66999817,91169,12
3178,65.05000305,74883,16
1155,51.91999817,96088,13
2428,55.52999878,108387,12
2295,60.93000031,72295,12
2041,43.54000092,81707,14
3935,37.16999817,60404,12
1888,45.40000153,98228,12
1191,41.79999924,118519,13
2131,40.13000107,79191,12
1466,51.97999954,56269,12
4307,51.99000168,71041,12
1339,52.25999832,95041,16
1356,49.88000107,91571,16
1988,41.86999893,70902,13
2080,38.43000031,62392,12
3677,37.90999985,54491,12
1523,54.31000137,77636,14
1052,36.22999954,58360,12
3037,61.36999893,78519,14
177,42.34999847,54231,12
4738,51.72000122,97578,15
3087,42.34999847,96216,15
3519,46.13000107,63961,13
2072,57.09999847,53157,14
816,45.90000153,81404,12
1425,54.36999893,69442,16
228,39.88999939,109678,12
749,47.75999832,105528,16
783,50.00999832,109715,12
1014,44.16999817,72265,12
1216,54.5,65784,12
2065,63.09000015,98179,15
3283,60.86000061,68557,16
1612,56.50999832,51102,16
1367,52.72999954,111256,16
2643,46.27999878,90986,14
2918,54.20999908,113182,16
3912,65.94999695,93866,16
1421,40.77999878,98456,12
2958,64.69000244,58636,17
4080,47.45000076,70841,13
2416,39.90000153,72642,14
2028,50.84000015,52955,16
4545,62.86000061,104637,15
2459,56.84999847,100255,16
3919,44.93999863,58273,13
2889,34.29000092,58962,12
497,37.13999939,66076,12
1192,36.24000168,85041,12
3867,48.95000076,56506,16
2381,63.97000122,87701,17
2542,59.45000076,89895,12
3151,39.02000046,60278,14
446,53.13999939,86241,15
635,36.75999832,100273,12
2749,38.00999832,108367,12
1063,47.31000137,115429,16
2161,50.02000046,50911,13
1968,39.04000092,77968,12
2581,46.61000061,103137,15
2976,60.22000122,103064,17
1094,53.13999939,104328,12
292,52.5,111513,12
3466,53.99000168,63454,12
1370,53.72000122,111308,15
3072,61.15000153,52121,14
3707,36.43000031,76591,12
3910,55.52000046,95280,12
3432,52.06000137,68470,16
1156,43.59000015,69642,13
3907,55.09999847,95869,13
661,49.68000031,83601,13
947,48.27999878,71200,18
3647,59.00999832,96341,16
420,58.08000183,77933,16
1591,56.72000122,110704,16
4462,44.27999878,92444,12
771,38.65000153,95742,12
298,55.99000168,50884,16
2475,48.65999985,68194,16
2744,55.27999878,112681,18
4178,42.38000107,98680,12
3664,38.59999847,102834,12
466,61.24000168,70337,16
1281,43.72000122,117281,12
1453,49.11999893,105907,16
3751,52.65000153,73278,16
1441,42.11999893,60702,16
576,45.68000031,114381,16
4645,55.15999985,54155,12
462,52.61999893,88215,13
992,57.70000076,73262,13
508,35.79000092,61389,12
758,39.40999985,57488,12
1202,49.13999939,97940,12
3738,64.62999725,62882,16
3222,43.56000137,94211,12
2588,37.72000122,113194,12
4357,48.56000137,119758,13
3816,36.93000031,68666,12
3121,49.58000183,71334,14
278,56.08000183,118545,12
961,58.24000168,98263,16
2165,51.29000092,86805,12
3704,55.04000092,55289,12
1109,54.86999893,61578,16
3462,61.09000015,93545,15
623,58.22999954,77464,12
2475,34.15000153,86421,12
707,51.5,55478,12
2842,38.83000183,52444,12
726,46.93000031,92797,12
1798,59.20000076,78632,13
3675,38.20000076,62333,12
2709,46.91999817,80064,13
507,54.22999954,60454,15
4121,38.34999847,63610,12
1528,63.56999969,117893,16
4561,36.63999939,117913,12
891,37.81999969,108879,12
4195,59.36999893,59100,12
2064,59.59000015,54467,12
3273,54.04000092,91469,15
130,39.47000122,87317,12
4287,57.63999939,58018,16
402,63.75,54355,16
4072,59.27000046,73532,17
2937,39.84999847,74792,12
3730,52.00999832,108655,15
2831,51.18999863,51074,12
256,52.81999969,70506,17
1448,46.25,78305,14
2503,66.47000122,71793,13
2691,55.16999817,50308,13
1331,34.33000183,116717,13
1119,44.79999924,91190,12
1908,40.22000122,78418,12
1488,49.83000183,96722,16
365,52.45000076,96995,12
1851,61.81000137,87967,16
1804,48.33000183,91629,16
658,59.41999817,116816,12
4179,46.11000061,80128,13
46,34.41999817,92088,12
2692,67,98589,13
4277,50.34999847,61614,14
880,58.91999817,55264,12
1229,62.95000076,87718,16
3267,40.49000168,52697,12
1493,41.20000076,76369,12
1556,44.33000183,100084,12
191,44.90000153,76157,13
1484,46.72000122,62706,14
4352,36.56000137,97466,12
345,45.59000015,53451,12
618,35.33000183,111624,12
2829,41.72000122,114268,12
4461,56.97000122,69456,12
1139,44.09999847,116333,13
1224,33.59999847,89946,12
3905,37.27999878,60315,12
416,41.06999969,77569,13
3610,49.00999832,103041,12
1357,42.84000015,107211,12
4245,39.66999817,109789,12
3969,47.74000168,53109,17
2224,53.16999817,80341,14
1932,47.90999985,83613,14
1160,60.88999939,69537,16
163,62.13999939,71001,16
3991,57.97999954,104567,12
747,47.63000107,110640,12
1643,53.91999817,61704,12
1759,47.31999969,70140,14
3289,54.24000168,106759,16
358,48.97000122,57260,12
554,52.13000107,108579,13
4152,49.43999863,68440,12
2321,66.01999664,82860,12
269,49.68999863,53099,15
14,51.70999908,98784,12
3155,37.31000137,75273,12
2747,47.77999878,100175,16
3758,55.99000168,93458,12
2411,33.79000092,102693,12
149,59.45000076,64544,14
632,60.45999908,72745,12
988,45.43999863,62728,12
1043,58.18999863,91230,13
1886,58.45999908,81888,12
4658,53.09000015,86847,12
2228,47.88999939,99030,17
650,57.93999863,70629,12
3845,52.41999817,79358,17
4189,63.43000031,53585,18
4615,48.25,113920,13
1303,45.22000122,106343,12
1863,38.43000031,80589,12
4477,53.04000092,118543,15
3279,37.90999985,76713,14
132,50.70999908,62086,14
2996,56.13999939,68718,12
415,43.59999847,68567,12
1926,53.16999817,63341,17
3651,40.75999832,75016,12
2254,33.97999954,108294,14
2164,40.38000107,103123,13
3021,37.75,84741,12
2460,45.40000153,65190,12
4406,51.72999954,111091,13
2918,52.83000183,52141,16
2570,42.5,79500,15
1188,34.27999878,86839,12
1330,51.81000137,94078,15
1143,32.18999863,74048,12
3071,55.04000092,109976,16
3124,35.25999832,50531,14
515,44.04999924,85837,12
3587,56.97999954,96491,12
296,51.93000031,90191,12
3333,41.43999863,89060,12
4667,49.31000137,105462,14
155,59.86000061,98426,13
3363,39.02000046,97643,15
1403,41.65999985,55770,12
504,38.36000061,105338,12
3896,36.88999939,85452,16
1070,61.84000015,109679,16
4155,45.99000168,92224,12
773,44.84999847,96371,12
469,46.09000015,90770,12
1761,42.16999817,118272,12
1956,39.88999939,92344,12
1922,37.22999954,110954,12
3923,34.70999908,91769,12
1018,38.58000183,104916,12
2759,40.93999863,112707,12
1080,52.50999832,95467,16
4685,41.43999863,97101,12
4121,38.52999878,109925,14
2397,49.83000183,93301,13
2739,38.24000168,70285,12
4125,46.70000076,81086,16
1382,53.97999954,107677,12
1959,40.47999954,79970,12
747,37.56999969,111065,12
3540,34.70000076,91556,15
2243,44.08000183,51299,12
298,36.59000015,68773,14
3258,40.49000168,60678,13
250,39.15000153,73578,13
1918,45.29999924,106901,12
2630,52.99000168,93768,16
2246,35.22999954,96346,12
402,55.16999817,95141,12
1556,39.95000076,108788,12
2060,44.61999893,93123,16
670,41.99000168,101448,16
382,32.72000122,111614,16
688,55.02000046,113114,13
2877,36.54000092,104107,13
3176,37.41999817,56087,15
1136,54.40000153,113777,15
1472,45.93000031,108084,12
3106,45.02000046,115280,12
3853,44.59000015,104780,12
4207,44.68000031,99353,12
914,40.43000031,104243,12
2849,39.83000183,64221,12
2626,47.31000137,113598,16
2465,44.38999939,110301,16
3153,39.86999893,78419,14
54,40.68000031,91297,13
2500,57.95999908,52769,13
4288,34.86000061,87675,12
3086,53.50999832,69672,16
3005,36.52999878,84336,12
972,44.95000076,94096,16
3631,47.52000046,102543,17
2118,63.70999908,65020,17
1938,33.40000153,115642,14
1108,51.65999985,105555,13
3969,43.56000137,55338,12
4321,60.24000168,106868,14
3771,46.13999939,61497,16
2413,36.29000092,88220,12
1043,48.61999893,77166,13
154,64.79000092,82862,17
3990,54.91999817,105257,13
2140,40.29999924,83011,12
296,43.88999939,74764,12
4477,57.91999817,52414,12
1487,34.16999817,98237,12
2248,55.95999908,116897,12
2564,42.91999817,56376,12
1068,34.65999985,52319,13
2418,48.63000107,77900,16
3890,36.97000122,89968,12
39,42.65999985,88351,12
753,43.20000076,106792,12
453,34.83000183,100351,13
3725,43.38000107,116265,12
4527,47.00999832,112186,13
3417,40.40000153,64784,15
1849,43.56000137,53799,16
3974,49.18999863,82401,12
634,36.40000153,78713,12
1082,34.47000122,79741,12
426,60.63000107,111558,13
1459,54.63999939,78883,16
3684,43.88000107,70353,12
4520,50.15000153,83852,12
1446,53.93999863,97139,12
542,54.43000031,109571,13
1734,57,103744,14
2491,42.50999832,80534,12
681,59.65999985,90319,17
2305,31.04999924,64914,12
3761,38.74000168,63663,12
2805,53.45999908,95148,12
3805,46.5,51402,14
3436,47.34999847,114565,12
526,46.95999908,104897,16
287,55.81999969,105007,14
1343,38.06000137,91589,12
4099,57.11999893,94508,16
1149,62.91999817,101695,16
972,59.27999878,55389,14
1814,52.93999863,80100,17
2381,44.79000092,83194,12
964,56.86000061,114594,16
315,57.65999985,118676,16
2808,43.06999969,83766,14
785,58.66999817,90088,14
1820,53.99000168,61710,13
4119,65.94999695,58771,15
4172,56.11000061,61890,15
1593,45.20999908,88729,14
1915,60.95000076,106145,13
2983,34.24000168,82777,13
539,43,118629,15
3058,45.11000061,54763,15
4238,53.47000122,52834,15
3460,39.75,106246,12
264,37.65000153,106640,12
3894,60.00999832,77407,17
1483,42.63999939,77092,16
25,39.33000183,87570,12
2129,35.43000031,119515,16
3235,34.31999969,60561,12
2711,44.15999985,73160,16
3777,32.65000153,70800,12
3267,35.74000168,66424,12
3974,41.00999832,97194,12
3821,47.25999832,64364,12
2450,46.13000107,74735,12
4686,36.54000092,110531,12
3806,36.90999985,57701,12
476,44.61999893,66929,13
2287,60.59999847,119313,15
3475,42.02999878,63012,13
4205,54.43000031,79755,13
1737,44.24000168,87149,14
857,38.5,118200,12
4440,46.31999969,117059,16
2845,38.06999969,93622,14
4012,50.25,106445,13
3129,40.38000107,119064,14
1527,43.18000031,80837,15
1281,41.13999939,53084,12
4331,52.58000183,100875,18
2134,59.40000153,80241,16
2687,46.54999924,105334,12
1226,43.93000031,77965,16
4457,39.86000061,90847,13
1231,50.97000122,74501,14
3272,49.93000031,51996,12
2116,38.49000168,69773,12
20,43.97999954,63206,12
3455,50.31999969,67182,12
1797,42.74000168,66366,12
3017,44.02000046,67237,13
574,40.52999878,51428,12
3163,45.13000107,87340,12
1424,35.95999908,57296,12
682,50.43000031,63368,12
2402,33.02000046,90451,12
2564,35.70000076,116536,13
407,36.81000137,86986,17
542,41.15999985,100349,12
417,44.50999832,70603,12
2153,52.50999832,100576,12
3461,41.68999863,74856,13
279,42.68000031,72769,12
600,41.00999832,70266,12
2398,57.43999863,84921,15
2849,60.50999832,58272,12
3163,52.00999832,103753,12
1632,35.27000046,99209,12
936,40.36999893,54515,12
578,50.33000183,55313,12
1081,45.88000107,102157,13
1808,32.43999863,74083,12
2439,51.13000107,93592,12
2189,47.13000107,89152,12
4116,51.47000122,52383,12
3676,47.56000137,114268,16
1989,56.45999908,50388,12
1147,50.59999847,70135,15
1906,66.30999756,91377,18
4258,55.31999969,60126,15
3537,54.65000153,85912,15
1667,44.61000061,50442,12
3689,48.84999847,100113,16
2105,40.40000153,96870,12
4313,37.04999924,64643,16
2151,44.95000076,87077,12
18,40.15000153,69271,12
687,54.18999863,105441,15
2018,56.20000076,78618,16
3128,31.70000076,52098,12
4413,39.40999985,60937,14
1632,48.61000061,97323,14
4507,38.61000061,104508,18
727,40.45000076,64290,12
2387,41.20999908,89892,12
4525,39.25999832,112825,12
2190,38.36000061,116194,12
1162,33.81000137,103945,12
4122,28.95000076,89598,12
492,56.15000153,112206,15
1035,57,102897,13
2222,46.02000046,92130,14
1398,55.90000153,59084,17
2199,37.06999969,56050,12
1725,46.91999817,75208,12
3944,30.90999985,97677,12
4462,42.38000107,87851,15
4122,45.45999908,75494,12
1778,44.88999939,58256,12
1307,44.22999954,119158,12
1886,35.79000092,66374,12
1510,39.88999939,94301,13
373,43.31999969,112943,14
3416,49.06000137,75384,12
1467,38.16999817,70097,13
4118,46.86999893,73394,15
2969,49.06999969,102431,13
3918,39.47999954,76382,12
2741,42.29999924,104640,12
1282,47.95999908,114186,13
3059,48.45000076,52140,13
3436,47.65999985,67386,12
1822,61.16999817,99587,12
1784,51.52999878,70030,14
3595,41.99000168,57136,12
2594,65.16999817,111258,16
3364,53.13999939,107523,17
2469,39.93999863,95267,12
3840,59.38000107,71227,16
2489,57.04999924,59643,13
662,57.18999863,103897,15
418,37.16999817,58645,12
2030,45.81000137,87129,12
3793,40.56999969,100454,12
2203,38.97000122,62035,12
2023,57.29999924,52467,15
4720,41.20000076,116823,13
4062,42.58000183,108523,12
43,59.5,105909,12
610,40.56000137,100454,12
3435,46.06000137,85655,13
3160,48.86000061,77935,13
3142,64.18000031,111331,13
2052,48.54999924,76283,13
1290,60.40999985,92897,12
998,51.66999817,78193,16
1573,58.81999969,93988,17
878,62.27000046,80799,12
1287,53.45000076,65260,13
217,49.18999863,82361,14
4080,59.36999893,90093,13
1632,43.79000092,99174,13
1039,38.04000092,98389,12
4586,53.65000153,103415,13
2592,57.81000137,102577,15
2407,48.72000122,79764,13
1839,50.59000015,64556,15
2961,59.27000046,115337,12
74,51.18000031,52509,12
1422,56.43999863,84053,12
3942,46.47999954,72635,12
732,39.99000168,98002,12
2816,49.65000153,111912,12
3609,45.52999878,101886,12
396,52.24000168,59025,12
2454,41.02999878,79535,16
1432,52.70000076,80290,16
296,64.44999695,88260,15
4052,39.29000092,115445,14
1098,59.65000153,76742,13
1104,41.22999954,93078,14
4591,53.11000061,97109,15
4253,44.15000153,101443,12
2977,57.40000153,73218,15
1988,38.70999908,55684,15
2308,44.33000183,93923,15
943,37.63000107,106145,13
2843,48.81000137,66019,14
1086,54.90999985,52112,13
158,37.40000153,102653,12
4081,53.59999847,95012,12
137,48.56999969,105173,14
4571,51.11999893,101971,13
1339,40.31999969,73096,12
1543,51.93000031,63454,12
3540,45.20999908,75948,12
2960,60.25,84364,16
2748,43.38000107,72911,16
459,56.59999847,89798,12
4358,48.54000092,61595,14
3355,58.63000107,101368,15
2030,45.22000122,73596,16
3568,40.99000168,115494,13
1004,48.09000015,64257,16
2562,35.38999939,117824,12
473,51.29999924,102052,15
3906,40.61999893,50534,12
4518,51.90000153,73933,13
4038,57.93999863,77830,13
4073,46.33000183,58904,12
332,67.91999817,86789,15
3743,52.02999878,119731,12
1063,37.08000183,91631,15
3049,42.34999847,81460,12
3773,42.50999832,91408,12
4694,50.31999969,54226,13
2874,34.20000076,99701,13
1350,46.36000061,93058,14
517,48.38999939,56602,15
3115,40.70000076,60447,12
1400,55.59999847,73477,12
2567,59.33000183,91676,14
2040,36.65999985,90886,12
2728,37.99000168,51956,12
3118,54.43000031,54665,14
1186,63.75,78918,17
791,50.52999878,110410,12
1611,46.24000168,109621,12
1897,42.29000092,117106,12
4269,55.97000122,115964,15
748,40.52000046,67186,16
3272,39.45000076,93933,12
1761,37.81999969,86978,12
3839,43.31000137,95710,15
2003,61.77999878,113886,17
3324,40.18999863,59288,14
3461,47.90999985,98628,12
4052,41.16999817,60176,12
3588,67.84999847,52477,12
2767,66.02999878,76236,15
3806,38.86000061,54415,12
1993,68.58000183,89246,17
4478,42.68999863,76207,13
1782,56.06000137,89647,13
523,51.97000122,67864,15
3871,46.52999878,101056,15
3293,33.77999878,111383,12
3455,38.84000015,84754,12
4046,64.23000336,89932,16
4361,47.88999939,65714,12
4417,44.34999847,77036,12
1542,53.68999863,59282,12
2918,39.45000076,58414,12
1012,44.84999847,72620,15
3514,40.20999908,116885,12
984,43.83000183,68309,12
716,45.40999985,100455,13
3347,40.52999878,67446,12
393,42.36000061,78989,12
2082,42.59000015,119092,13
4383,56.65999985,67678,16
2120,33.65999985,117776,12
1810,39.56999969,104211,12
351,35.74000168,115937,12
2309,46.38000107,112804,12
2247,41.22000122,66551,12
1134,44.45000076,104961,16
1719,62.83000183,60151,14
4096,48.47000122,95531,15
316,38.5,89825,12
3740,54.66999817,80788,12
2365,53.83000183,87294,12
4249,35.56999969,104176,12
632,54.63999939,69817,16
3303,63.52000046,87111,16
4587,51.50999832,73320,15
4036,42.65999985,77869,15
1848,45.15999985,105995,14
1814,61.70000076,77855,12
3520,49.97999954,92766,12
3341,53.61999893,72177,14
3594,49.38000107,115789,15
3929,57.56000137,111866,16
736,49.65000153,85841,17
927,57.93999863,58729,13
313,62.36000061,52647,12
1145,47.70999908,56810,12
1234,52.04000092,117260,12
627,53.38999939,66837,12
3296,46.33000183,72395,12
4341,56.18999863,52764,13
4267,64.76999664,107713,16
2182,55.38999939,52203,15
1487,49.86000061,59318,12
4203,50.83000183,70890,12
2315,47.97999954,109227,12
1328,51.77000046,64594,12
855,51.72000122,71060,13
1549,55.36999893,50486,17
3458,39.22000122,118117,12
1648,34.72000122,112846,12
3914,41.65999985,56230,12
995,53.09999847,50256,12
545,52.95000076,53933,14
2791,32.63999939,71689,12
413,52.11999893,50660,16
2117,53.83000183,96902,12
226,59.00999832,69663,15
3836,48.09000015,100800,14
2727,63.02000046,117435,14
2661,55.20999908,66088,15
4180,41.56000137,57501,12
437,62.08000183,91941,14
3164,51.00999832,52252,15
4712,58.45999908,77468,14
4698,52.77000046,115734,13
1619,61.59999847,115344,15
77,50.65000153,89217,13
1284,43.70000076,56750,13
1058,49.50999832,65741,12
255,55.63000107,101368,16
1870,56.43000031,52959,12
2961,46.40999985,103823,12
3495,55.58000183,63686,14
3185,59.08000183,68066,15
1955,53.45000076,100937,12
560,58.27000046,116636,14
1357,40.83000183,119308,14
3884,55.59999847,119601,12
1305,60.65999985,104909,16
4562,42.68999863,75898,16
2088,51.18999863,84208,16
1399,55.45999908,104390,13
1358,61.61000061,72921,14
2489,57.25,85766,16
673,35,104189,12
4561,39.33000183,65567,12
1156,53.84000015,92637,12
2165,45.49000168,90398,16
1064,65.81999969,104585,12
2671,60.22999954,99653,13
1058,52.79000092,63595,12
2317,47.04999924,65734,12
1078,59.31999969,74068,14
276,42.54000092,82393,12
2369,61.06000137,119840,16
3348,65.94000244,109978,12
4292,51.27999878,91156,12
1374,52.88999939,113445,16
2469,42.13999939,95461,12
2470,47.29000092,75068,14
1566,57.58000183,68571,14
3166,49.29999924,73986,15
4290,44.5,103878,12
703,53.52999878,54947,15
1766,51.65000153,83729,12
335,54.90999985,63437,12
2012,49.68999863,77103,16
569,56.43000031,84617,16
3120,45.06999969,118919,14
1733,49.15000153,83275,13
3791,33.79000092,113942,12
1199,44.15999985,96854,12
3779,64.73999786,52237,12
3722,47.61999893,117383,12
4402,65.97000122,105853,17
2556,54.20000076,81034,13
3785,58.68000031,100026,15
4199,41.02000046,79541,12
4055,41.00999832,66256,12
2946,50.15000153,110764,13
504,38.25,83401,12
4642,62.50999832,99529,15
1872,47.11999893,53267,12
4149,65.79000092,103948,16
2930,59.99000168,85549,12
3465,40.47999954,119825,12
3904,39.83000183,67239,14
2993,68.20999908,60589,16
1813,54.70000076,92672,15
415,54.56000137,75131,16
2193,56.41999817,83066,14
3519,46.99000168,79895,15
1906,57.36000061,59919,13
3857,65.44000244,116859,16
1409,60.79999924,53005,13
2468,62.56999969,99289,16
620,64.73000336,94237,16
3344,40.50999832,94295,12
4733,42.68000031,58677,15
264,37.88999939,63628,12
3726,52.95000076,98883,12
4600,58.45999908,73489,12
4004,65.93000031,51118,15
287,57.70999908,93287,12
2728,50.68999863,119346,12
1734,61.09999847,103839,15
342,47.15999985,85040,12
3262,47.91999817,114854,12
1324,50.20999908,117566,12
2025,51.31000137,51042,14
636,65.51000214,97986,15
977,53.43999863,117935,12
2001,51.70999908,80749,12
2489,54.06999969,73413,13
903,48.83000183,106817,12
139,60.06999969,106003,13
2037,40.29000092,52593,13
2598,62.81000137,66612,14
4285,59.40000153,52792,12
1770,41.75,58362,12
3569,51.18999863,108505,16
3420,54.40999985,119560,12
1364,60.20000076,72656,12
3333,59.18000031,54120,14
4432,56.00999832,102287,16
2143,39.16999817,61706,12
4285,34.58000183,56378,12
1116,45,107551,13
4682,43.86000061,79940,13
503,42.33000183,78946,12
965,53,92657,16
4633,48.61000061,117455,12
1170,51.77000046,106454,16
1538,45.11999893,102236,14
749,48.90999985,90959,17
860,48.88000107,50960,15
396,48.18000031,94033,13
3829,57.47999954,99468,16
3021,48.24000168,103684,18
2955,65.52999878,114832,16
2221,50.41999817,104807,14
2428,54.43000031,77290,12
806,44.47000122,54073,15
3958,57.06000137,74548,12
1872,59.25,87996,16
3980,61.47000122,55440,12
3891,48.86000061,114690,16
1197,58.90000153,53408,13
2858,38.95999908,70524,12
3452,50.11000061,71671,12
4432,65.55999756,97683,12
1310,63.20999908,110525,16
4171,50.77999878,101320,12
2366,45.40999985,90590,13
1870,66.44999695,91671,15
1877,40.97999954,87880,12
2103,59,52979,17
4514,64.08999634,84641,15
4103,48.59000015,90786,16
4070,33.24000168,72662,12
2695,51.13000107,50071,14
2250,52.04000092,60048,13
1071,51.34999847,99438,13
4021,48.61000061,101732,14
3149,48.16999817,91171,12
4059,43.41999817,94845,12
4737,49.84999847,91484,13
3654,45.31000137,60514,13
2235,50.59000015,61704,16
532,57.90000153,70068,13
756,51.88999939,74809,13
209,35.86000061,98631,12
4301,56.52000046,116856,17
3972,53.81000137,88873,15
479,53.29999924,91866,16
3476,51.81000137,119370,18
1714,56.43000031,58156,12
2605,62.04999924,61670,16
4438,50.90999985,93418,16
2304,54.68000031,89525,15
4370,48.06999969,83932,16
4725,55.79000092,108419,16
2466,54.20999908,116633,15
2259,58.84999847,70271,16
439,56.02999878,92517,16
3210,56.18999863,111935,16
3653,51.52000046,119750,17
2354,55.31999969,68548,13
237,47.04999924,88083,13
2984,52.90999985,108499,13
4372,44.29999924,93836,16
4243,52.81999969,81955,14
1855,54.34000015,92029,15
610,64.26000214,64129,15
1525,48.16999817,67568,14
3844,60.95000076,58319,16
2913,62.79000092,118205,13
385,57.29999924,66685,16
1183,57.95999908,53662,15
102,62.15999985,84026,16
1389,54.25,57699,15
3611,64.13999939,55424,14
240,62.86999893,105389,16
3697,52.59000015,82710,15
47,55.72999954,78645,12
